MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FstFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,SalePrice
50,RM,13.23336675,9.148921544,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,3.868729739,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,144.3859675,Unf,0,95.61834248,877.3356367,GasW,Ex,Y,SBrkr,7.223817501,1868.181449,0,11.21114218,0,0,2,0,5,0.717364158,TA,2.600189118,Mod,1.756857061,TA,Detchd,1920,Unf,2,520,Fa,TA,Y,0,36.71109853,0,0,30.5978801,0,None,MnPrv,Shed,7.722649703,6,2008,WD,Normal,3870,56.52631333,15.04036655,2,129.9638904,0,1,1,1,1,12.45293663
60,RL,13.59652296,9.012915014,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,3.040151717,1998,1998,Hip,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,90.9662585,566.0548768,GasA,Gd,Y,SBrkr,6.737274906,1005.049458,0,10.1998971,0,0,2,1.070980668,3,0.717364158,TA,2.600189118,Typ,0.925291399,TA,Attchd,1998,Fin,2,462,TA,TA,Y,0,7.991013226,0,0,0,0,None,None,None,0,6,2006,WD,Normal,3996,46.26480131,12.9728349,2.5,11.89115651,0,1,1,1,1,12.08108182
20,RL,16.0295114,9.106833498,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,3.040151717,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,27.32304873,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,124.4778793,918.6709608,GasA,Ex,Y,SBrkr,7.226239742,0,0,10.14962159,0,0,2,0,3,0.717364158,Gd,2.438139807,Typ,0.925291399,Gd,Attchd,2006,RFn,3,825,TA,TA,Y,38.01224071,10.37567716,0,0,0,0,None,None,None,0,12,2007,WD,Normal,4012,50.26037113,12.89610551,2,43.15738153,0,0,1,1,1,12.3327097
80,RL,12.60721444,9.180243727,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,3.040151717,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,142.1429485,Unf,0,57.08803473,552.7547804,GasA,Gd,Y,SBrkr,6.736266369,0,0,9.232927627,0,0,1,0,3,0.717364158,TA,2.257835071,Typ,0,None,Detchd,1976,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,3952,40.82748549,12.61808703,1,0,0,0,1,1,0,11.79434547
20,RL,14.06746497,8.990377236,Pave,None,Reg,Lvl,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,3.467927534,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,186.6309534,Unf,0,27.19848956,499.8024214,GasA,Ex,Y,SBrkr,6.585802388,0,0,8.959563508,0.994480501,0,1,0,2,0.717364158,TA,1.540081208,Typ,0.925291399,Gd,Detchd,1958,Unf,1,288,Fa,Fa,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,3896,38.73916441,12.74809793,2,0,0,0,1,1,1,11.51293546
50,RM,13.23336675,8.78560039,Pave,None,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,3.467927534,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,83.10347802,492.516133,GasA,Ex,Y,SBrkr,6.570331754,815.619143,0,9.866667315,0,0,1,1.070980668,2,0.717364158,Gd,2.257835071,Typ,0,None,Detchd,1951,Unf,1,297,TA,TA,Y,0,12.62499286,16.34438446,0,0,0,None,MnPrv,None,0,7,2006,WD,Normal,3933,43.27083534,12.46650798,1.5,52.54269376,0,1,1,1,0,11.74006901
160,RM,7.829827593,7.696397756,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,3.467927534,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,24.1189319,TA,TA,CBlock,TA,TA,No,LwQ,201.9122451,Unf,0,0,471.1586412,GasA,TA,Y,SBrkr,6.523624671,883.1948112,0,9.873324732,0,0,1,1.070980668,3,0.717364158,TA,2.438139807,Min1,0,None,Attchd,1970,Unf,2,440,TA,TA,Y,0,9.187696915,0,0,0,0,None,None,None,0,5,2009,WD,Normal,3940,43.01117055,13.73610756,1.5,14.15757363,0,1,1,1,0,11.73607702
20,RL,15.50745492,9.072006852,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,3.040151717,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,25.75158053,TA,TA,CBlock,Gd,TA,No,ALQ,185.805019,Unf,0,74.21551929,791.9543828,GasA,TA,Y,SBrkr,7.058777257,0,0,9.831682822,0,0.682665815,2,0,2,0.717364158,TA,2.257835071,Typ,0.925291399,TA,Attchd,1977,RFn,2,630,TA,TA,Y,0,5.789577276,0,0,0,0,None,None,None,0,4,2009,WD,Normal,3954,47.07556976,13.58185442,2.5,8.000736015,0,0,1,1,1,12.0311298
90,RL,16.2339809,9.030197058,Pave,None,IR1,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,3.040151717,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,31.56024431,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,127.5997103,954.5637033,GasA,TA,Y,SBrkr,7.266505513,0,0,10.22679865,0,0,2,0,4,1.160275588,TA,2.600189118,Typ,0,None,Detchd,1973,Unf,2,506,TA,TA,Y,0,23.03627863,0,0,0,0,None,None,None,0,11,2008,WD,Normal,3946,51.08498508,13.01394072,2,46.40030006,0,0,1,1,0,11.81303746
30,RM,21.99170979,8.238693537,Pave,Grvl,IR1,Bnk,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,2.578550039,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,76.1293792,430.435744,Grav,Fa,N,FuseA,6.428362955,0,0,8.677516629,0,0,1,0,2,0.717364158,Fa,1.819118684,Typ,0,None,None,0,None,0,0,None,None,N,0,6.597086203,0,0,0,0,None,None,None,0,3,2006,WD,Normal,3891,36.31859621,10.70297696,1,9.383500381,0,0,0,1,0,10.8685875
60,RL,17.02903031,9.396453714,Pave,None,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,3.040151717,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,188.6907617,Unf,0,37.80166091,555.5281032,GasA,Ex,Y,SBrkr,6.701329005,1429.804128,0,10.44303905,0.994480501,0,2,1.070980668,3,0.717364158,Gd,2.600189118,Typ,0,None,BuiltIn,2002,RFn,2,492,TA,TA,Y,38.36777184,15.04828646,0,0,0,0,None,None,None,0,6,2006,WD,Normal,4004,47.70424746,14.281193,3.5,50.07999541,0,1,1,1,0,12.20607765
20,RL,19.31620666,9.062846723,Pave,None,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,3.868729739,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,Mn,Rec,113.5326366,Unf,0,62.95587377,526.6201851,GasA,Ex,Y,SBrkr,6.640856021,0,0,9.059150029,0,0,1,0,3,0.717364158,TA,2.054106925,Typ,0,None,Attchd,1972,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,3944,39.6210175,12.17976901,1,0,0,0,1,1,0,11.76369197
20,RL,14.41145359,8.923951202,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,3.040151717,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,86.44049605,523.2751459,GasA,TA,Y,SBrkr,6.649732044,0,0,9.075252766,0,0,1,0,3,0.717364158,TA,2.054106925,Typ,0,None,Detchd,1974,Unf,4,480,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,6,2007,WD,Normal,3942,39.63905657,11.28525266,1,0,0,0,1,1,0,11.71994776
20,RL,13.95108577,9.414086259,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,3.040151717,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,211.7002814,Unf,0,46.10987486,664.3732452,GasA,Ex,Y,SBrkr,6.885473424,0,0,9.507743431,0.994480501,0,1,0,3,0.717364158,Gd,2.257835071,Typ,0,None,Detchd,2004,Unf,2,576,TA,TA,Y,0,13.89114683,0,0,0,0,None,None,None,0,7,2008,WD,Normal,4007,43.77507499,13.44719359,2,23.96245301,0,0,1,1,0,11.95118685
60,RL,14.41145359,9.043742987,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,3.040151717,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,17.08943587,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,109.7795071,756.4846809,GasA,Ex,Y,SBrkr,7.022054491,1338.902164,0,10.73000315,0,0,2,1.070980668,3,0.717364158,Gd,2.438139807,Typ,0.925291399,Gd,Attchd,2002,RFn,2,647,TA,TA,Y,46.13592413,14.702297,0,0,0,0,None,None,None,0,8,2007,WD,Normal,4004,51.91764547,13.78915493,2.5,55.7311383,0,1,1,1,1,12.33929587
50,RL,12.86097009,8.833067458,Pave,None,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,3.467927534,1928,1950,Gable,CompShg,BrkFace,Stone,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,88.69422848,544.4268925,GasA,Gd,Y,SBrkr,6.934293308,1107.088442,0,10.49440725,0,0,1,1.070980668,3,0.717364158,TA,2.747580062,Typ,0.925291399,TA,Detchd,1929,Unf,2,342,Fa,Fa,Y,0,0,0,0,0,0,None,None,None,0,3,2009,WD,Normal,3878,47.91748877,13.42471639,1.5,0,0,1,1,1,1,12.08391066
60,RL,16.0295114,9.20909579,Pave,None,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,3.040151717,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,78.39536037,450.2750023,GasA,Ex,Y,SBrkr,6.475852177,1086.309296,0,9.99074007,0,0,2,1.070980668,3,0.717364158,Gd,2.600189118,Typ,0.925291399,TA,Attchd,2006,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,New,Partial,4012,43.43477692,12.65441342,2.5,0,0,1,1,1,1,11.95655945
30,RM,11.95180284,8.607208227,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,2.578550039,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,ALQ,85.85840157,Unf,0,77.23580419,579.8778398,GasA,Gd,Y,FuseA,6.742301738,0,0,9.243971272,0,0,1,0,2,0.717364158,Fa,2.054106925,Typ,0,None,Detchd,1997,Unf,1,308,TA,TA,Y,0,0,15.49515857,0,0,0,None,None,None,0,7,2007,WD,Normal,3870,41.29607842,12.14871767,1,39.93269612,0,0,1,1,0,11.59451467
20,RL,15.50745492,9.821199555,Pave,None,IR2,Lvl,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,7,3.868729739,1968,2003,Hip,CompShg,BrkFace,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,97.98168238,Rec,6.341038776,105.6253686,908.0892274,GasA,TA,Y,SBrkr,7.519697583,0,0,10.71867018,0,0,2,0,3,0.717364158,TA,2.747580062,Typ,0.925291399,Gd,Attchd,1968,RFn,2,508,Gd,TA,Y,0,14.07557923,0,6.218704183,0,0,None,None,None,0,6,2006,WD,Normal,3971,53.45964026,14.23407569,2,67.01761049,0,0,1,1,1,12.47801017
20,RL,16.83354306,9.52270125,Pave,None,IR1,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,3.040151717,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,14.11540461,Gd,TA,PConc,Ex,TA,Gd,GLQ,35.64578143,Unf,0,127.4175695,994.5289251,GasA,Ex,Y,SBrkr,7.333669878,0,0,10.35616719,0.994480501,0,2,0,3,0.717364158,Gd,2.438139807,Typ,0.925291399,Gd,Attchd,2006,Fin,3,712,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2007,New,Partial,4013,52.23661783,13.33789726,3,0,0,0,1,1,1,12.55484041
20,RL,14.00938542,9.577888678,Pave,None,IR3,Low,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,3.040151717,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,327.4301269,Unf,0,13.02496502,862.4527495,GasA,Ex,Y,SBrkr,7.16762854,0,0,10.03778942,0.994480501,0,2,0,3,0.717364158,Gd,2.054106925,Typ,0.925291399,Fa,Attchd,1998,RFn,2,514,TA,TA,Y,75.58419395,7.496287108,0,0,0,0,None,None,None,0,8,2007,WD,Normal,3996,49.00616967,14.6956352,3,73.57530333,0,0,1,1,1,12.27839796
70,RM,11.95180284,8.476507311,Pave,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,3.040151717,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,Fa,No,LwQ,88.21959624,Unf,0,56.84787485,425.3203959,OthW,Fa,N,SBrkr,6.719983754,1879.774792,4.168520201,10.88809332,0,0,2,0,4,0.717364158,TA,2.600189118,Typ,0,None,None,0,None,0,0,None,None,Y,0,11.44278075,5.666770291,0,0,0,None,None,None,0,12,2008,WD,Normal,3859,48.10282048,14.10233868,2,23.12887438,0,1,0,1,0,11.71178452
90,RL,16.6359201,9.255502452,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,3.040151717,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,26.01116011,TA,TA,CBlock,TA,TA,No,LwQ,145.9495586,Unf,0,79.66984739,737.0715886,GasA,TA,Y,SBrkr,7.061655084,2014.265017,0,11.09923812,0.994480501,0.682665815,2,2.244785831,6,1.160275588,TA,3.124834792,Typ,0,None,Detchd,1969,Unf,4,968,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2009,WD,Normal,3938,54.32616046,14.8948408,4.5,0,0,1,1,1,0,12.20607765
60,RL,14.41145359,9.030302792,Pave,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,3.467927534,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,24.33062518,TA,TA,CBlock,TA,TA,No,Rec,103.4948582,Unf,0,65.5331973,523.2751459,GasA,Ex,Y,SBrkr,6.634144673,1295.218567,0,10.29251995,0,0,1,1.070980668,4,0.717364158,TA,2.600189118,Typ,0.925291399,Gd,Attchd,1962,Fin,2,490,TA,TA,Y,0,14.43715236,0,0,15.89284764,0,None,None,None,0,3,2008,WD,Normal,3924,46.31395727,13.60330797,1.5,45.38224727,0,1,1,1,1,12.04942468
50,RM,11.95180284,8.607208227,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,4.607299063,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,76.45595958,433.2751225,GasA,TA,Y,SBrkr,6.549717029,556.9605772,0,9.604583541,0,0,1,0,2,0.717364158,TA,1.819118684,Typ,0,None,Detchd,1999,Unf,2,624,TA,TA,N,48.9955965,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,3937,40.90475568,12.07200184,1,46.25561546,0,1,1,1,0,11.81229646
50,RL,12.73466063,9.484579074,Pave,None,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,3.040151717,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,31.93494932,Gd,TA,PConc,Gd,TA,Av,GLQ,212.096724,Unf,0,106.3515076,1151.390484,GasA,Ex,Y,SBrkr,7.472746989,1830.12275,0,11.4982716,0.994480501,0,2,1.070980668,4,0.717364158,Gd,2.747580062,Typ,0.925291399,Ex,Attchd,1996,Fin,3,666,TA,TA,Y,59.8214472,14.61446962,0,0,0,0,None,None,None,0,3,2010,WD,Normal,3991,61.13008269,15.70270997,3.5,66.89943921,0,1,1,1,1,12.92391488
60,RL,14.41145359,9.137243043,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,3.040151717,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,195.8451284,Unf,0,41.99813001,597.5260375,GasA,Ex,Y,SBrkr,6.77386379,1319.47538,0,10.44703688,0.994480501,0,2,1.070980668,3,0.717364158,Gd,2.438139807,Typ,0.925291399,TA,Attchd,2000,RFn,3,839,TA,TA,Y,0,21.51657568,0,0,0,0,None,None,None,0,6,2008,WD,Normal,4000,48.23449442,14.32652707,3.5,42.4017933,0,1,1,1,1,12.36734505
80,RL,17.6973522,9.125422976,Pave,None,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,3.467927534,1968,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,16.75917802,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,67.75835851,359.9921905,GasA,Gd,Y,SBrkr,6.974469582,1038.458587,0,10.50122417,0,0,3,0,4,0.717364158,Gd,2.600189118,Typ,0.925291399,TA,Attchd,1968,RFn,2,487,TA,TA,Y,0,15.63461327,0,0,0,0,None,GdPrv,None,0,9,2006,WD,Normal,3960,45.7184118,13.43522453,3,27.92188803,0,1,1,1,1,12.0435596
20,RL,14.74809688,9.054322106,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3.040151717,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,11.42115238,TA,TA,CBlock,TA,TA,No,Rec,108.6726092,Unf,0,64.43742361,526.6201851,GasA,TA,Y,SBrkr,6.671569181,0,0,9.11492493,0,0,1,0,3,0.717364158,TA,2.054106925,Typ,0,None,Attchd,1966,RFn,1,264,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,10,2008,WD,Normal,3932,39.87237612,12.19737585,1,0,0,0,1,1,0,11.60824474
20,RL,14.74809688,9.327783854,Pave,None,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3.467927534,1971,2008,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,GLQ,195.6418746,Unf,0,50.07056384,644.716852,GasA,Ex,Y,SBrkr,6.85386998,0,0,9.449221698,0.994480501,0,1,1.070980668,3,0.717364158,TA,2.257835071,Typ,0.925291399,Fa,Attchd,1971,Fin,2,500,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,3979,43.21596499,13.26929717,2.5,0,0,0,1,1,1,11.91773036
160,FV,14.8035219,7.586508331,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,3.040151717,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,20.34801281,Gd,TA,PConc,Gd,TA,No,GLQ,117.8513059,Unf,0,52.98837834,466.0870244,GasA,Ex,Y,SBrkr,6.528649651,1208.146714,0,10.13218998,0,0,2,1.070980668,3,0.717364158,Gd,2.054106925,Typ,0,None,Detchd,2000,Unf,2,440,TA,TA,Y,0,8.609135386,0,0,0,0,None,None,None,0,6,2010,WD,Normal,4000,44.5404828,13.48136835,2.5,13.04923064,0,1,1,1,0,12.08673152
20,RL,20.0794256,9.609968442,Pave,None,Reg,Lvl,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,3.040151717,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,11.508419,Gd,TA,PConc,Ex,TA,Av,GLQ,328.1207331,Unf,0,65.09642973,1123.924825,GasA,Ex,Y,SBrkr,7.438015061,0,0,10.55873779,0.994480501,0,2,0,3,0.717364158,Ex,2.600189118,Typ,0.925291399,Gd,Attchd,2004,Fin,3,770,TA,TA,Y,46.4580979,10.37567716,0,0,0,0,None,None,None,0,9,2006,WD,Normal,4009,54.74573902,15.17206203,3,50.35687116,0,0,1,1,1,12.66033109
70,RL,12.08542448,9.091265565,Pave,None,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,3.467927534,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,70.69431582,384.1809593,GasA,Ex,Y,SBrkr,6.771921324,2542.686706,0,11.07509065,0,0,3,1.070980668,4,0.717364158,TA,2.600189118,Typ,0,None,BuiltIn,1998,RFn,2,621,TA,TA,Y,44.67155639,0,19.89150044,0,0,0,None,None,None,0,5,2008,WD,Normal,3919,50.48688721,14.32768177,3.5,79.82407243,0,1,1,1,0,12.14950759
20,RL,19.65887336,9.57559517,Pave,None,IR1,Low,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,3.040151717,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,5.43535304,Gd,TA,PConc,Ex,TA,Av,ALQ,297.8085861,Unf,0,41.89924169,887.9516576,GasA,Ex,Y,SBrkr,7.190501914,0,0,10.0813612,0.994480501,0,2,0,3,0.717364158,Gd,2.438139807,Typ,0.925291399,Gd,Attchd,2005,Fin,2,430,TA,TA,Y,42.174423,9.187696915,0,0,0,0,None,None,None,0,6,2009,WD,Normal,4010,49.53922361,14.55454472,3,45.38224727,0,0,1,1,1,12.46844076
50,RL,14.74809688,9.32591182,Pave,None,IR1,Lvl,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,2.578550039,1920,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,BrkTil,TA,Fa,No,Unf,0,Unf,0,77.5591184,442.9159614,GasA,Gd,Y,SBrkr,7.019805659,659.9442956,0,10.31609081,0,0,2,0,4,0.717364158,TA,2.438139807,Typ,0.925291399,Gd,Attchd,1920,Unf,1,368,TA,TA,Y,19.70651359,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,3927,45.45206281,13.15062598,2,18.92418029,0,1,1,1,1,11.56077233
60,RL,14.74809688,8.947827539,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,3.040151717,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,70.96948977,386.4770291,GasA,Ex,Y,SBrkr,6.314802298,1195.281792,0,9.934834491,0,0,2,1.070980668,3,0.717364158,Gd,2.257835071,Typ,0.925291399,Gd,BuiltIn,2007,Fin,2,432,TA,TA,Y,0,9.187696915,0,0,0,0,None,None,None,0,3,2007,New,Partial,4013,42.19214301,12.5696549,2.5,14.15757363,0,1,1,1,1,11.96357424
160,FV,8.925823037,7.985437937,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,3.040151717,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,69.86426917,377.2849401,GasA,Ex,Y,SBrkr,6.151369971,883.1948112,3.58360324,9.640817776,0,0,2,1.070980668,2,0.717364158,Gd,1.819118684,Typ,0,None,Detchd,2005,RFn,2,480,TA,TA,Y,0,20.43522748,0,0,0,0,None,None,None,0,4,2006,WD,Abnorml,4010,39.54872915,11.94138776,2.5,39.61824018,0,1,1,1,0,11.87863051
60,FV,14.8035219,8.825532273,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,3.040151717,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,153.2513288,Unf,0,44.32546957,498.6821101,GasA,Ex,Y,SBrkr,6.583438469,1298.451081,0,10.24674123,0.994480501,0,2,1.070980668,3,0.717364158,Gd,2.438139807,Typ,0,None,Attchd,2000,RFn,2,663,TA,TA,Y,0,15.4694583,0,0,0,0,None,None,None,0,1,2010,WD,Normal,4000,45.70407867,13.84005912,3.5,27.53987298,0,1,1,1,0,12.28303832
60,RL,14.18297346,9.02308664,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,3.040151717,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,17.57073593,Gd,TA,PConc,Gd,TA,No,GLQ,174.7483375,Unf,0,40.29457331,531.6339892,GasA,Ex,Y,SBrkr,6.660712774,1376.188921,0,10.37073422,0.994480501,0,2,1.070980668,3,0.717364158,Gd,2.438139807,Typ,0,None,Attchd,1999,RFn,2,588,TA,TA,Y,0,14.78958314,0,0,0,0,None,None,None,0,6,2008,WD,Abnorml,3998,46.93171389,14.11586285,3.5,25.98242248,0,1,1,1,0,12.17045065
160,RM,10.68330956,7.812254976,Pave,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3.467927534,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,PConc,TA,TA,No,ALQ,156.5340583,Rec,8.492144013,12.36981956,466.6507937,GasA,Ex,Y,SBrkr,6.706547398,804.6527076,0,10.01440365,0,0,2,0,4,0.717364158,TA,2.257835071,Typ,0.925291399,TA,Attchd,1977,RFn,1,336,TA,TA,Y,30.49334311,7.66449049,0,0,0,0,None,None,None,0,7,2006,WD,Normal,3954,43.80580008,13.82540169,2,33.70027437,0,1,1,1,1,11.75195024
